Name,Relevant,Subject category,Datatype,Target,Abstract Note,Author,DOI,Item Type,Key,Publication Year,from,match
Research on Deep Generative Model Application for Short-term Load Forecasting of Enterprise Electricity,NO,,,,"This paper mainly applies deep generative models for short-term load forecasting on the enterprise electricity consumption dataset. After data cleaning on the electricity use dataset with the help of related weather data, we complement missing data and improve the data quality to better implement neural network generative prediction models. We build DeepAR and Wavenet as the representative of deep generative models. The main result is that deep generative models perform better compared with other baseline models, such as ARIMA, machine learning and baseline neural networks, no matter what accuracy metric and prediction horizon. Further improvement is to test in higher frequency electricity dataset with better quality.",Liwen Zhu; Yujun Huang,10.1088/1755-1315/687/1/012113,conferencePaper,HBVMK7MJ,2021,,1
A Hybrid Ensemble Stacking Model for Gender Voice Recognition Approach,NO,,,,"… Thus, it is very important to preprocess the data before importing it into the machine learning model as inputs [26]. In this study, the data preprocessing stage includes data cleaning, …","Alkhammash, EH; Hadjouni, M; Elshewey, AM",,journalArticle,MR3B9RB8,2022,,1
VLMixer: Unpaired Vision-Language Pre-training via Cross-Modal CutMix,NO,,,,"Existing vision-language pre-training (VLP) methods primarily rely on paired image-text datasets, which are either annotated by enormous human labors, or crawled from the internet followed by elaborate data cleaning techniques. To reduce the dependency on well-aligned image-text pairs, it is promising to directly leverage the large-scale text-only and image-only corpora. This paper proposes a data augmentation method, namely cross-modal CutMix (CMC), for implicit cross-modal alignment learning in unpaired VLP. Specifically, CMC transforms natural sentences from the textual view into a multi-modal view, where visually-grounded words in a sentence are randomly replaced by diverse image patches with similar semantics. There are several appealing proprieties of the proposed CMC. First, it enhances the data diversity while keeping the semantic meaning intact for tackling problems where the aligned data are scarce; Second, by attaching cross-modal noise on uni-modal data, it guides models to learn token-level interactions across modalities for better denoising. Furthermore, we present a new unpaired VLP method, dubbed as VLMixer, that integrates CMC with contrastive learning to pull together the uni-modal and multi-modal views for better instance-level alignments among different modalities. Extensive experiments on five downstream tasks show that VLMixer could surpass previous state-of-the-art unpaired VLP methods. Copyright  2022, The Authors. All rights reserved.","Wang, Teng; Jiang, Wenhao; Lu, Zhichao; Zheng, Feng; Cheng, Ran; Yin, Chengguo; Luo, Ping",10.48550/arXiv.2206.08919,journalArticle,ZAC4JPGQ,2022,,1
Integrated Prediction of Financial Time Series Data Based on Deep Learning,NO,,,,"… steps of deep learning are consistent with machine learning, … used for data understanding and data cleaning, such as the … general machine learning, the advantage of deep learning is …","Guo, Z",10.1007/978-3-031-05237-8_29,journalArticle,HZKLEI2N,2022,,1
Linking Human And Machine Behavior: A New Approach to Evaluate Training Data Quality for Beneficial Machine Learning,NO,,,,"… Data quality considerations for big data and machine learning: going beyond data cleaning and transformations. In International Journal on Advances in Software, 10, 1–20. …","Hagendorff, T",10.1007/s11023-021-09573-8,journalArticle,C5ZTPDCL,2021,,1
Data science and digital systems: the 3Ds of machine learning systems design,NO,,,,"… of how machine learning systems … , data cleaning seems difficult to formulate into a readily teachable set of principles. As a result it is heavily neglected in courses on machine learning …","Lawrence, ND",,journalArticle,3QV236W5,2019,,1
An efficient machine learning-based COVID-19 identification utilizing chest X-ray images,NO,,,,"… Thus, machine learning-based tools are a viable solution. Here, we used a … data cleaning and augmentation to use the data in deep learning-based convolutional neural network (CNN) …","Masadeh, M; Masadeh, A; Alshorman, O; ...",,journalArticle,9BL74CSN,2022,,1
Double robust principal component analysis,NO,,,,"Robust Principal Component Analysis (RPCA) aiming to recover underlying clean data with low-rank structure from the corrupted data, is a powerful tool in machine learning and data mining. However, in many real-world applications where new data (i.e., out-of-samples) in the testing phase can be unseen in the training procedure, (1) RPCA which is a transductive method can be naturally incapable of handing out-of-samples, and (2) violently applying RPCA into this applications does not explicitly consider the relationships between reconstruction error and low-rank representation. To tackle these problems, in this paper, we propose a Double Robust Principal Component Analysis to deal with the out-of-sample problems, which is termed as DRPCA. More specifically, we integrate a reconstruction error into the criterion function of RPCA. Our proposed model can then benefit from (1) the robustness of principal components to outliers and missing values, (2) the bridge between reconstruction error and low-rank representation, (3) low-rank clean data extraction from new datum by a linear transform. To this end, extensive experiments on several datasets demonstrate its superiority, when comparing with the state-of-the-art models, in several clustering and low-rank recovery tasks. [All rights reserved Elsevier].","Qianqian Wang; QuanXue Gao; Gan Sun; Ding, C.",10.1016/j.neucom.2020.01.097,journalArticle,DM2TXFCW,2020,,1
Development of a prediction model for pancreatic cancer in patients with type 2 diabetes using logistic regression and artificial neural network models,NO,,,,"… RStudio. After data cleaning, 22 input features and two output features were obtained … The ANN model was a multilayer perceptron deep neural network. The …","Hsieh, MH; Sun, LM; Lin, CL; Hsieh, MJ; ...",,journalArticle,RZZ27UPY,2018,,1
SUBJECTIVE QUALITY ASSESSMENT FOR IMAGES GENERATED BY COMPUTER GRAPHICS,NO,,,,"With the development of rendering techniques, computer graphics generated images (CGIs) have been widely used in practical application scenarios such as architecture design, video games, simulators, movies, etc. Different from natural scene images (NSIs), the distortions of CGIs are usually caused by poor rending settings and limited computation resources. What's more, some CGIs may also suffer from compression distortions in transmission systems like cloud gaming and stream media. However, limited work has been put forward to tackle the problem of computer graphics generated images' quality assessment (CG-IQA). Therefore, in this paper, we establish a large-scale subjective CG-IQA database to deal with the challenge of CG-IQA tasks. We collect 25,454 in-the-wild CGIs through previous databases and personal collection. After data cleaning, we carefully select 1,200 CGIs to conduct the subjective experiment. Several popular no-reference image quality assessment (NR-IQA) methods are tested on our database. The experimental results show that the handcrafted-based methods achieve low correlation with subjective judgment and deep learning based methods obtain relatively better performance, which demonstrates that the current NR-IQA models are not suitable for CG-IQA tasks and more effective models are urgently needed. Copyright  2022, The Authors. All rights reserved.","Wang, Tao; Zhang, Zicheng; Sun, Wei; Min, Xiongkuo; Lu, Wei; Zhai, Guangtao",10.48550/arXiv.2206.05008,journalArticle,5GA9NNRU,2022,,1
A directional margin paradigm for noise suppression in face recognition,NO,,,,"Convolutional neural networks (CNN) have achieved outstanding face recognition (FR) performance with increasing large-scale face datasets. With face dataset size grown, noisy data will inevitably increase, undoubtedly bringing difficulties to data cleaning. In this paper, the probability that the sample belongs to noise can be determined based on the cosine distance (cos) of normalized angle center and face feature vector in the margin-based loss functions. According to this finding, we propose a two-step learning method integrated into the loss function. The new proposed directional margin loss function combines the noise probability with the label as the supervision information. Experiments show that our method can tolerate noisy data and get high FR accuracy when the training datasets mix with more than 30% noise. Our approach can also achieve a great result of 79.33% in MegaFace challenge one using a noisy training dataset.  2021 Elsevier Inc.","Zhou, Yang; Gong, Xun; Yang, Peng",10.1016/j.jvcir.2021.103182,journalArticle,KJ8GF8KF,2021,,1
AutoAI: automating the end-to-end AI lifecycle with humans-in-the-loop,NO,,,,"Automated Artificial Intelligence and Machine Learning (AutoAI / AutoML) can now automate every step of the end-to-end AI Lifecycle, from data cleaning, to algorithm selection, and to model deployment and monitoring in the machine learning workflow. AutoAI technologies, initially aimed to save data scientists from the low level coding tasks, also has great potential to serve non-technical users such as domain experts and business users to build and deploy machine learning models. Researchers coined it as ""democratizing AI"", where non-technical users are empowered by AutoAI technologies to create and adopt AI models. To realize such promise, AutoAI needs to translate and incorporate the real-world business logic and requirements into the automation. In this Demo, we present a first of its kinds experimental system, IBM AutoAI Playground, that enables non-technical users to define and customize their business goals (e.g., Prediction Time) as constraints. AutoAI then builds models to satisfy those constraints while optimizing for the model performance (e.g., ROC AUC score). This Demo also showcases AutoAIViz, a Conditional Parallel Coordinates visualization feature, and a TrustedAI feature from two accepted IUI'20 papers.","Dakuo Wang; Ram, P.; Weidele, D.K.I.; Liu, S.; Muller, M.; Weisz, J.D.; Valente, A.; Chaudhary, A.; Torres, D.; Samulowitz, H.; Amini, L.",10.1145/3379336.3381474,conferencePaper,EHAFFV84,2020,,1
Robust data cleaning procedure for large scale medium voltage distribution networks feeders,Specific,,,,"… Data cleansing is a labour-intensive and time-consuming … , design an automatic data cleansing procedure suitable for … feeders time series with deep learning architecture. The thesis …","Huyghues-Beaufond, N",,book,99ICAC6Z,2019,,1
Research on state prediction method of tobacco curing process based on model fusion,NO,,,,"China's tobacco plantation industry includes a large scale and numerous employees. Nevertheless, the current tobacco curing control technology has higher labor intensity, however, it also cannot be adjusted based on the conditions of different tobacco leaves batches reducing the quality of tobacco. The tobacco's quality can be improved after curing and labor intensity can be reduced by modeling the state prediction of the tobacco curing process, accurately predicting the state of the tobacco curing, and making timely adjustments to the curing process. The area, color, weight, and some chemical substances of tobacco leaves significantly change during the tobacco curing process. This can be theoretically used as the input feature of the state prediction model. However, it is difficult to calculate the changes of the area and the changes of chemical substances in real-time owing to the complexity of the intensive curing room environment. Only features such as color and weight are easier to extract indicating that the model has fewer available features, and the accuracy of prediction using a single model is relatively low. Considering this problem, a state prediction fusion model (SPFM) was proposed integrating Long-Short Term Memory (LSTM) and Extreme Gradient Boosting (XGBoost). At the same time, based on the characteristics of the data set, a new data processing is proposed for the tobacco curing data set. By denoising, the image, the characteristic values of the RGB (Red, Green, Blue), HSV (Hue, Saturation, Value) color space were extracted. Then, the data pre-processing such as standardization, data cleaning, and label digitization were performed on the data. Furthermore, an intelligent tobacco curing platform was designed to integrate data collection, online monitoring, data mining, and status prediction, and SPFM was embedded in the platform. A comparative test was conducted, based on the real data collected via a tobacco station in 2019. The results indicate that SPFM has a better performance compared to support vector machines, artificial neural network, and the base models of SPFM such as XGBoost and LSTM. The accuracy of SPFM is 0.974, with an increase of 4.8-59.7%; the macro recall of SPFM is 0.952, with an increase of 8.2%-49.9%; the macro recall of SPFM is 0.936, with an increase of 8.2-75.0%; and the macro F1-score of SPFM is 0.943, with an increase of 9.7-108.6%.","Wang, YC; Qin, L",10.1007/s12652-021-03129-5,journalArticle,DUVYV23S,0,,1
Evaluating the outcomes of medical informatics development as a discipline in China: A publication perspective,NO,,,,"Background As the world's second largest economy, China makes unique contributions to the world in many fields, including sociology, the economy, technology and defense. Medical informatics (MI) is an important cross-disciplinary field that, along with its applications, has received massive funding from the Chinese government. However, the question of how to evaluate China's input and output in MI remains important and complex issue of great significance for China and the rest of the world. Objective This paper analyzed, for the first time, the quality and quantity of research by Chinese academics in MI based on their articles published in international specialty journals in recent years and examined MI research hotspots in China. Our purpose is to summarize the experiences and lessons learned by China and the rest of the world as they develop MI. Method We targeted 18 MI journals listed in the JCR 2016 report and searched for papers published by Chinese academics in these 18 journals in the WOS and PUBMED databases and on journal sites. We also performed data cleansing and categorized the obtained information. We used Excel, SPSS, Ucinet and NetDraw to conduct quantitative analyses on the research papers. Results A total of 1340 articles satisfied the inclusion criteria of this study. We observed a significant upward trend in the number of articles published over time, particularly after 2011. Lei Jianbo, Huang Zhengxing and Li Jin-song are active Chinese authors in the MI discipline who have written many high-quality publications. Meanwhile, universities remain the primary breeding grounds for scientific research: 93.36% of the articles came from universities. Zhejiang University published the most first-author articles, whereas Zhejiang University, Shanghai Jiao Tong University and Tsinghua University produced 17.76% of the total articles. According to the lists of authors, 24% of the papers were co-authored with foreign researchers. This rate of cooperation is increasing each year, from 5.88% to the current rate of 39.04%. An analysis of keywords showed that “EMR”, “SVM”, “Authentication”, “Telecare medical information system”, “EEG”, “ECG” and “RFID” were the most frequently searched terms in popular technological fields, including artificial intelligence and image processing. In recent years, there has been a significant increase in the number of high-frequency keywords and a broadening range of research fields, which has led to the emergence of several research hotspots, including MI systems, mobile health care, telecare, data mining and machine learning. Conclusions Through the quantitative analysis of publications, we discovered the emergence of three stages – infancy, slow growth and rapid growth – in China's MI research in recent years as academics make achievements in their research works. The global influence of Chinese academics is growing, and they are making increasingly conscious efforts to enter into research collaborations with foreign researchers. The findings of Chinese academics’ publications are gaining international recognition.","Deng, Huan; Wang, Jing; Liu, Xingyu; Liu, Bangtao; Lei, Jianbo",10.1016/j.cmpb.2018.07.001,journalArticle,HTPDI5R7,2018,,1
IBM deep learning service,NO,,,,"… We are integrating DLaaS with a machine learning pipeline handling the full lifecycle including data ingestion, data cleaning, inferencing, and so on. In addition, we are making the …","Bhattacharjee, B; Boag, S; Doshi, C; ...",,journalArticle,3BZRQYK4,2017,,1
A Machine Learning Approach to Sentiment Analysis on Web Based Feedback,NO,,,,"The advent of this new era of technology has brought forward new and convenient ways to express views and opinions. This is a major factor for the vast influx of data that we experience every day. People have found out new ways to communicate their feelings and emotions to others through written texts sent over the Internet. This is exactly where the field of sentiment analysis comes into existence. This paper focuses on analyzing the reviews of various applications on the Internet and to understand whether they are positive or negative. For achieving this objective, we initially pre-process the data by performing data cleaning and removal of stop words. TF-IDF method is used to convert the cleaned data into a vectorised form. Finally, the machine learning algorithms: Naive Bayes, Support Vector Machine and Logistic Regression are applied and their comparative analysis is performed on the basis of accuracy, precision and recall parameters. Our proposed approach has achieved an accuracy of 92.1% and has outperformed many other existing approaches.  2021, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","Bhardwaj, Arnav; Srivastava, Prakash",10.1007/978-981-16-3067-5_11,conferencePaper,ZXPX3MHV,2021,,1
A Hybrid SVC-CNN based Classification Model for Handwritten Mathematical Expressions (Numbers and Operators),NO,,,,"… Computer Vision and Machine learning together be deployed … that involves machine learning and deep learning-based … work are data collection, data cleansing, and preprocessing. …","Kukreja, V",,journalArticle,UCPQWXY4,2022,,1
Late Paleocene-Early Eocene continental weathering and deposition into the northern Gulf of Mexico,NO,,,,"… , fully quantitative, and after data cleaning yields 5500 samples that are analysed using unsupervised and supervised machine learning methods. Pollen and spores assigned to …","Harrington, G",,journalArticle,22W5DNH7,2019,,1
Automated data cleansing through meta-learning,YES,"DC4ML, ML4DC",?,features,"Data preprocessing or cleansing is one of the biggest hurdles
in industry for developing successful machine learning applications. The process of data cleansing includes data imputation, feature normalization & selection, dimensionality reduction, and data balancing applications. Currently such preprocessing is manual. One approach for automating this process
is meta-learning. In this paper we experiment with state of
the art meta-learning methodologies and identify the inadequacies and research challenges for solving such a problem.","Gemp, Ian; Theocharous, Georgios; Ghavamzadeh, Mohammad",,conferencePaper,HG3RW6WP,2017,,1
RTLS-Enabled Clinical Workflow Predictive Analysis,NO,,,,"… In this study, besides the classical machine learning algorithms, a deep learning based … We apply data cleaning methods to improve the quality of the CRF data. The goal of CRF …","Zhang, M",,journalArticle,LCD6D2KL,0,,1
Temperature prediction using multivariate time series deep learning in the lining of an electric arc furnace for ferronickel production,NO,,,,"The analysis of data from sensors in structures subjected to extreme conditions such as the ones used in smelting processes is a great decision tool that allows knowing the behavior of the structure under different operational conditions. In this industry, the furnaces and the different ele-ments are fully instrumented, including sensors to measure variables such as temperature, pressure, level, flow, power, electrode positions, among others. From the point of view of engineering and data analytics, this quantity of data presents an opportunity to understand the operation of the system under normal conditions or to explore new ways of operation by using information from models provided by using deep learning approaches. Although some approaches have been developed with application to this industry, it is still an open research area. As a contribution, this paper presents an applied deep learning temperature prediction model for a 75 MW electric arc furnace, which is used for ferronickel production. In general, the methodology proposed considers two steps: first, a data cleaning process to increase the quality of the data, eliminating both redundant information as well as atypical and unusual data, and second, a multivariate time series deep learning model to predict the temperatures in the furnace lining. The developed deep learning model is a sequential one based on GRU (gated recurrent unit) layer plus a dense layer. The GRU + Dense model achieved an average root mean square error (RMSE) of 1.19 C in the test set of 16 different thermocouples radially distributed on the furnace.  2021 by the authors. Licensee MDPI, Basel, Switzerland.","Leon-Medina, Jersson X.; Camacho, Jaiber; Gutierrez-Osorio, Camilo; Salomon, Julian Esteban; Rueda, Bernardo; Vargas, Whilmar; Sofrony, Jorge; Restrepo-Calle, Felipe; Pedraza, Cesar; Tibaduiza, Diego",10.3390/s21206894,journalArticle,9EMAXZ48,2021,,1
Resource disambiguator for the web: extracting biomedical resources and their citations from the scientific literature,NO,,,,… We tested both supervised and semi-supervised approaches. For the … The average precision and F 1 curves for most confident learning scheme and active learning experiments is …,"Ozyurt, IB; Grethe, JS; Martone, ME; Bandrowski, AE",,journalArticle,ZDQNGLLM,2016,,1
Collaborative refining for person re-identification with label noise,NO,,,,"… The unsupervised model can progressively cluster instances … In comparison, this paper considers the supervised learning … A label cleaning network [27] was presented to filter the …","Ye, M; Li, H; Du, B; Shen, J; Shao, L; ...",,journalArticle,SITLGXLF,2021,,1
Outdoor localization framework with telco data,NO,,,,"… To tackle these issues, in this forum paper, we propose a machine learningbased Telco … To overcome this data quality issue, we propose a confidence model-based data repair method […","Zhang, Y",,journalArticle,5LJN3NRJ,2019,,1
Analysis of the Message Queueing Telemetry Transport Protocol for Data Labelling: An Orthopedic Manufacturing Process Case Study,NO,,,,"The recent paradigm shift in the industrial production systems, known as Industry 4.0, changes the work culture in terms of human machine interaction. Human labours are assisted by smart devices and machines as in human-machine cooperation and human-machine collaboration. For enhancing this process, data processing and analyses are needed. Therefore, data collection has become one of the most essential functions of large organizations. In this work, a data engineering experiment for a grinding process within a commercial orthotics manufacturing company is presented. The data collection and labelling is assessed for time stamp latency using the Message Queuing Telemetry Transport (MQTT) protocol. This step is necessary to determine if alarm prediction or 'front running' is feasible. The paper analyses the procured dataset and discusses its merits as an alarm predictor, using sparsity indicators and concludes that a new investment in sensor infrastructure is necessary. This work highlights some of the limits of performance that exist for the use of MQTT with existing sensor infrastructure when retrofitting machine learning based alarm prediction in an industrial use case setting. A road-map for potential solution to this problem is provided which needs to be assessed by the company management before further progress can be made.  2021 by SCITEPRESS - Science and Technology Publications, Lda.","Bhattacharya, Mangolika; Mohandas, Reenu; Penica, Mihai; Southern, Mark; Vancamp, Karl; Hayes, Martin J.",,conferencePaper,X5WTZ22C,2021,,1
Evaluation of Machine Learning techniques to enact energy consumption control of Compressed Air Generation in production plants,NO,,,,"… During the data cleaning process and preliminary analysis, it was … control limits, were narrower for the machine learning models: respectively … Artificial Neural Network 0.9734 5.54 17.7 …","Santolamazza, A; Cesarotti, V; ...",,journalArticle,SXKYWFNR,2018,,1
Batchwise probabilistic incremental data cleaning,YES,"DC4ML, ML4DC",?,features,"Lack of data and data quality issues are among the main bottlenecks that prevent further artificial intelligence adoption within many organizations, pushing data scientists to spend most of their time cleaning data before being able to answer analytical questions. Hence, there is a need for more effective and efficient data cleaning solutions, which, not surprisingly, is rife with theoretical and engineering problems. This report addresses the problem of performing holistic data cleaning incrementally, given a fixed rule set and an evolving categorical relational dataset acquired in sequential batches. To the best of our knowledge, our contributions compose the first incremental framework that cleans data (i) independently of user interventions, (ii) without requiring knowledge about the incoming dataset, such as the number of classes per attribute, and (iii) holistically, enabling multiple error types to be repaired simultaneously, and thus avoiding conflicting repairs. Extensive experiments show that our approach outperforms the competitors with respect to repair quality, execution time, and memory consumption. Copyright  2020, The Authors. All rights reserved.","Oliveira, Paulo H.; Traina-Jr, Caetano; Kaster, Daniel S.; Ilyas, Ihab F.",,journalArticle,GBZ4PHAD,2020,aug,1
Construction model using machine learning techniques for the prediction of rice produce for farmers,NO,,,,"… Keywords-data classification; machine learning; decision tree … Neural Network Technique Artificial neural network technique (ANN … the research does data cleaning, data transformation …","Inyaem, U",,journalArticle,EE8L5E9V,2018,,1
LES3: Learning-based exact set similarity search,NO,,,,"Set similarity search is a problem of central interest to a wide variety of applications such as data cleaning and web search. Past approaches on set similarity search utilize either heavy indexing structures, incurring large search costs or indexes that produce large candidate sets. In this paper, we design a learning-based exact set similarity search approach, LES3. Our approach first partitions sets into groups, and then utilizes a light-weight bitmap-like indexing structure, called token-group matrix (TGM), to organize groups and prune out candidates given a query set. In order to optimize pruning using the TGM, we analytically investigate the optimal partitioning strategy under certain distributional assumptions. Using these results,we then design a learning-based partitioning approach called L2P and an associated data representation encoding, PTR, to identify the partitions. We conduct extensive experiments on real and synthetic datasets to fully study LES3, establishing the effectiveness and superiority over other applicable approaches. Copyright  2021, The Authors. All rights reserved.","Li, Yifan; Yu, Xiaohui; Koudas, Nick",,journalArticle,IQ5WIAJ7,2021,,1
A Framework for an Automated Development Environment to Support the Data-driven Machine Learning Paradigm,NO,,,,"In recent years a machine learning paradigm has emerged, focusing on a data-driven approach as opposed to traditional development. Advances in machine learning techniques have allowed researchers to make substantial gains in tackling complex problems in diverse fields such as medical diagnosis through image analysis, object detection and tracking, and natural language processing. However, often researchers only employ one or two machine learning algorithms with a static feature set while only testing a single hypothesis. This self-imposed bottleneck often produces suboptimal results because it arises from using machine learning within the classical, algorithmic context using existing development tools. Therefore, there is a need to create new development tools which reflect this change to the machine learning paradigm. In this research, we propose a development environment that allows researchers to leverage those capabilities more fully by shifting not only the tool they use but also their mindset. Our proposed environment serves as an intermediate tool, guiding the researcher and making full adoption of the machine learning paradigm throughout the software development process easier. To accomplish this, our framework is defined by a three-layer structure designed for subject domain assessment, data manipulation and feature set exploration. Supported by parallelism, data cleaning and feature engineering, this research provides a conceptual basis for future creation of development environments for the machine learning paradigm. Future development of such a conceptual design would allow for additional intelligent tools to aid the user in designing solutions and support reusability at the design level.  2022 IEEE.","Bowman, Anthony D.; Prabhakar, Shyam P.; Jololian, Leon",10.1109/SoutheastCon48659.2022.9764094,conferencePaper,FJIDMDZX,2022,,1
Determining disaster risk management priorities through a neural network-based text classifier,NO,,,,"… Cleaning During this phase, data cleaning methods were … recurrent neural networks, supervised machine learning algorithms were … number of passes the neural network gone through …","Canon, MJ; Satuito, A; Sy, C",,journalArticle,Y2AM5HZS,2018,,1
Research on Intelligent Correction of Abnormal Data in Online Education System Based on Big Data Technology,Specific,,,,"In the traditional correction method of abnormal data in online education system, the unreasonable selection of training samples by RBF neural network leads to a large error in the correction of abnormal data. Therefore, GA algorithm is used to improve RBF neural network, and a new intelligent correction method of abnormal data in online education system based on big data technology is proposed. The classification model of abnormal data in online education system is constructed by decision tree classification algorithm. The pretreatment of abnormal data is completed based on big data technology. The specific pre-processing steps include: data cleaning, data integration, data transformation, data reduction, dimension reduction, numerical reduction, data discretization and concept layering. GA-RBF neural network is used to correct abnormal data of online education system. By comparing the performance of this method with the traditional intelligent correction method of abnormal data in online education system, it can be seen that the prediction and filling accuracy of this method is higher than that of the traditional method, and the performance is improved.  2021, ICST Institute for Computer Sciences, Social Informatics and Telecommunications Engineering.","Tang, Yana; Zhao, Jing",10.1007/978-3-030-84386-1_38,conferencePaper,NTTSVWYB,2021,,1
Unsupervised learning for large-scale corneal topography clustering,NO,,,,"… to highlight the capabilities of unsupervised learning to help … In this study, we test the efficiency of unsupervised algorithms … little human intervention, data cleaning or feature selection. …","Zéboulon, P; Debellemanière, G; Gatinel, D",,journalArticle,LHZF9YHD,2020,,1
Usability of Visual Data Profiling in Data Cleaning and Transformation,related,,,,"… can ease the process of data cleaning, transformation, and … that simplifies the data cleaning and transformation processes in … and transformation, based on machine learning techniques, …","Zernichow, BM; Roman, D",10.1007/978-3-319-69459-7_32,journalArticle,PT5CU6V2,2017,,1
SPADE: A Semi-supervised Probabilistic Approach for Detecting Errors in Tables,YES,ML4DC,tabular,features,"Error detection is one of the most important steps in data cleaning and usually requires extensive human interaction to ensure quality. Existing supervised methods in error detection require a significant amount of training data while unsupervised methods rely on fixed inductive biases, which are usually hard to generalize, to solve the problem. In this paper, we present SPADE, a novel semi-supervised probabilistic approach for error detection. SPADE introduces a novel probabilistic active learning model, where the system suggests examples to be labeled based on the agreements between user labels and indicative signals, which are designed to capture potential errors. SPADE uses a two-phase data augmentation process to enrich a dataset before training a deep-learning classifier to detect unlabeled errors. In our evaluation, SPADE achieves an average F1-score of 0.91 over five datasets and yields a 10% improvement compared with the state-of-the-art systems.  2021 International Joint Conferences on Artificial Intelligence. All rights reserved.","Pham, Minh; Knoblock, Craig A.; Chen, Muhao; Vu, Binh; Pujara, Jay",,conferencePaper,Y3URRPAC,2021,aug,1
Novel Encoding method for Quantum Error Correction,NO,,,,"Quantum error correction plays a vital role in the Quantum information process. Nowadays, the research has been increased in quantum technology and is being applied in various applications like secure communications, finance, machine learning, drug analysis and etc. But the quantum information process is difficult compared to the classical due to the challenges in quantum technology like no-cloning theorem, decoherence, and the difficulty in quantum states measurement. Thus the error rate is high and it is not possible to build a quantum computer without an error detection and correction mechanism. In this paper, we are discussing various error correction methods and proposing a novel encoding method for quantum error correction.  2022 IEEE.","Swathi, Mummadi; Rudra, Bhawana",10.1109/CCWC54503.2022.9720880,conferencePaper,3BGQ8TIB,2022,,1
Prediction of Air Pollution through Machine Learning Approaches on the Cloud,NO,,,,"Prediction of pollution is an increasingly important problem. It can impact individuals and their health, e.g. asthma patients can be greatly affected by air pollution. Traditional air pollution prediction methods have limitations. Machine learning provides one approach that can offer new opportunities for prediction of air pollution. There are however many different machine learning approaches and identifying the best one for the problem at hand is often challenging. In this paper air pollution data, specifically particulate matter of less than 2.5 micrometers (PM2.5) was collected from a variety of web-based resources and following, data cleansing analysed with different machine learning models including linear regression, Artificial Neural Networks and Long Short Term Memory recurrent neural networks. We consider the accuracy and the ability of these different models to predict unhealthy levels of pollution. The advantages and disadvantages of these models are also discussed.  2018 IEEE.","Sinnott, Richard O.; Guan, Ziyue",10.1109/BDCAT.2018.00015,conferencePaper,9Q99AZ4Z,2018,,1
HINDIA: a deep-learning-based model for spell-checking of Hindi language,NO,,,,"The spelling error is a mistake occurred while typing the text document. The applications like search engines, information retrieval, emails, etc., require user typing. In such applications, good spell-checker is essential to rectify the misspelling. Spell-checkers for western languages like English are very powerful and can handle any type of spelling errors, whereas in the case of Indian languages like Hindi, Urdu, Bengali, Kannada, Assamese, etc., the available spell-checkers are very basic ones. These spell-checkers are developed using traditional methods like statistical methods and rule-based methods. This article presents a novel model HINDIA to handle the spelling errors of the Hindi language, one of the most spoken languages in India. It utilizes a deep-learning method for spelling error detection and correction. The proposed spell-checking model works in two phases. In the first phase model identifies the erroneous words in the input sample and in the second phase it replaces the wrong words with the most probable correct words. Model HINDIA is developed using the attention-based encoderdecoder bidirectional recurrent neural network (BiRNN) which uses long short-term memory cells. Several modifications in the BiRNN have been made and network is fine-tuned to process the spelling errors of Hindi language. It uses publicly available dataset monolingual corpus developed by IIT Mumbai for training and testing. The performance of the proposed model is evaluated in two scenarios. In the first scenario where the testing dataset is generated using split function. HINDIA performs significantly well with precision 0.86, recall 0.72, f-measure 0.78 and accuracy 0.80. Further, in the second scenario, where a dataset is manually generated its performance is fairly good with precision 0.81, recall 0.72, f-measure 0.76 and accuracy 0.74. Model HINDIA gives better performance than the deep-learning-based Malayalam spell-checker and some other deep-learning-based correction models present in the literature.  2020, Springer-Verlag London Ltd., part of Springer Nature.","Singh, Shashank; Singh, Shailendra",10.1007/s00521-020-05207-9,journalArticle,BB2CURGI,2021,,1
PYInfer: Deep learning semantic type inference for Python variables,NO,,,,"… We then apply a series of data cleaning techniques to refine the quality of our … neural network, which ranks each type with probabilities effectively. We highlight that fusing deep learning …","Cui, S; Zhao, G; Dai, Z; Wang, L; Huang, R; ...",,journalArticle,JDNAPK5C,2021,,1
Fitted learning: Models with awareness of their limits,NO,,,,… Though deep learning has pushed the boundaries of classifi… output layer (COOL) neural network is introduced. Experiments … data is not enough to result in a confident learning model. …,"Kardan, N; Stanley, KO",,journalArticle,23MSZHDX,2016,,1
An Efficient Unsupervised Clustered Adaptive Antihub Technique for Outlier Detection in High Dimensional Data,NO,,,,… An efficient unsupervised adaptive antihub technique for outlier detection in high … Outlier detection using clustering methods: a data cleaning application. Proceedings of KDNet …,"Devi, RL; Amalraj, R",,journalArticle,C8R2THFM,0,,1
