Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,match_criteria
W7RXAHDT,journalArticle,2019.0,"Feldman, J; Thomas-Bachli, A; Forsyth, J; ...","Development of a global infectious disease activity database using natural language processing, machine learning, and human expertise",Journal of the …,,,,https://academic.oup.com/jamia/article-abstract/26/11/1355/5541002,… used supervised learning to classify articles based on their relevance. Supervised learning … We also performed automated data cleaning to handle duplicate records and missing data. …,2019,2022-07-29 20:20:15,2022-07-29 20:20:15,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: academic.oup.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2KJGG7CZ,journalArticle,2019.0,"Sun, Q; Sun, Y; Sun, L; Li, Q; Zhao, J; Zhang, Y; ...","Research on traffic congestion characteristics of city business circles based on TPI data: The case of Qingdao, China",Physica A: Statistical …,,,,https://www.sciencedirect.com/science/article/pii/S0378437119312841,"… When data cleaning was finished, approximately 6,000 records had been removed from the … , unsupervised methods are more applicable. The most typical example of unsupervised …",2019,2022-07-29 20:20:15,2022-07-29 20:20:15,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: Elsevier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
38WZNRQG,journalArticle,2018.0,"Srinivasan, S; Nayak, AS",Deep Learning Model to Predict Hardware Performance,,,,,https://www.academia.edu/download/57414501/IRJET-V5I8284.pdf,"… dataset (preprocessing involves data cleaning, encoding dataset using one hot encoding and label encoding) and also used various machine learning algorithms like backward …",2018,2022-07-29 20:20:15,2022-07-29 20:20:15,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: academia.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
QXWH7N3E,journalArticle,2019.0,"Achilonu, OJ; Fabian, J; Musenge, E","Modeling long-term graft survival with time-varying covariate effects: an application to a single kidney transplant centre in Johannesburg, South Africa",Frontiers in public health,,,10.3389/fpubh.2019.00201,https://www.frontiersin.org/articles/10.3389/fpubh.2019.00201/full,"… OA performed the data cleaning and analysis, interpreted the ensuing results, wrote, and … this study, supervised the data cleaning steps, and edited the manuscript. EM supervised the …",2019,2022-07-29 20:20:15,2022-07-29 20:20:15,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: frontiersin.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
KLY2XYQQ,journalArticle,2019.0,"Goyal, M; Krishnamurthi, R; Varma, A; Khare, I",Classification of IRIS Recognition Based on Deep Learning Techniques,International Conference on …,,,10.1007/978-981-15-5830-6_29,https://link.springer.com/chapter/10.1007/978-981-15-5830-6_29,… A python IDE studied about different libraries required by machine learning/deep learning models. Various data cleaning techniques have been used for cleaning the data. While …,2019,2022-07-29 20:20:15,2022-07-29 20:20:15,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: Springer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
BXL79M6A,journalArticle,2019.0,"Elshawi, R; Maher, M; Sakr, S",Automated machine learning: State-of-the-art and open challenges,arXiv preprint arXiv:1906.02287,,,,https://arxiv.org/abs/1906.02287,"… gap for non-expert machine learning users by playing the role … steps of the full complex machine learning pipeline (AutoML) from … In addition, as the possible data repairing is a NP-Hard …",2019,2022-07-29 20:20:15,2022-07-31 14:52:27,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: arxiv.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
7FZP68KP,journalArticle,2019.0,"Li, JW; Hsu, WH; Peng, CC",Fingerprint indoor positioning method with deep learning,2019 8th International Conference …,,,,https://ieeexplore.ieee.org/abstract/document/9117351/,"… learning with which a machine is trained to learn a model, semisupervised learning is the principal training method in this research that includes data cleaning, feature extraction and …",2019,2022-07-29 20:20:15,2022-07-29 20:20:15,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
UWJRR4KM,journalArticle,2019.0,"Kumar, A; Jain, N; Tripathi, S; Singh, C",From fully supervised to zero shot settings for twitter hashtag recommendation,arXiv preprint arXiv:1906.04914,,,,https://arxiv.org/abs/1906.04914,"… have proposed deep learning based hashtag recommendation methods for fully-supervised, … We perform the following data cleaning steps to retain the useful tweets for our task. • Non-…",2019,2022-07-29 20:20:15,2022-07-29 20:20:15,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: arxiv.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
F3G9FCYD,journalArticle,2019.0,"Chuluunsaikhan, T; Song, JH; Yoo, KH; ...",Agriculture Big Data Analysis System Based on Korean Market Information,Journal of …,,,,https://www.koreascience.or.kr/article/JAKO201905960044611.page,"… After that, we apply some data cleaning techniques based on the purpose. In machine learning and deep learning analysis, data integration and data cleaning are also required. Some …",2019,2022-07-29 20:20:16,2022-07-29 20:20:16,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: koreascience.or.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HBYMR9H7,journalArticle,2019.0,"Sav, U; Magar, G sh",Generating Data for Insider Threat Detection for Cybersecurity,Think India Journal,,,,https://thinkindiaquarterly.org/index.php/think-india/article/view/18824,"… data into required compatibility format, data cleaning, and data normalize and analysis. All … the data using machine learning supervised unsupervised and semi-supervised algorithms. …",2019,2022-07-29 20:20:16,2022-07-31 13:38:36,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: thinkindiaquarterly.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2SAGNHT7,journalArticle,2019.0,"Ojeda, A; Klug, M; Kreutz-Delgado, K; Gramann, K; ...","A Bayesian framework for unifying data cleaning, source separation and imaging of electroencephalographic signals",bioRxiv,,,10.1101/559450.abstract,https://www.biorxiv.org/content/10.1101/559450.abstract,"… Next, we benchmarked the data cleaning performance of the RSBL algorithm against ASR. … remove a variety of high amplitude artifacts in an unsupervised manner, thereby enabling …",2019,2022-07-29 20:20:16,2022-07-30 20:22:20,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: biorxiv.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
DUKK5WZN,journalArticle,2019.0,"Yuan, Z; Liu, J; Liu, Y; Li, Z",A novel approach for vessel trajectory reconstruction using AIS data,The 29th International Ocean and Polar …,,,,https://onepetro.org/ISOPEIOPEC/proceedings-abstract/ISOPE19/All-ISOPE19/ISOPE-I-19-364/21550,"… deep learning networks Long Short Term Memory (LSTM) with variable modeling, and a trajectory data unsupervised … algorithm is designed for data cleaning to ensure the necessary …",2019,2022-07-29 20:20:16,2022-07-30 22:44:24,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: onepetro.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
EIF6FVUN,journalArticle,2019.0,"Silva, C; Saraee, M",Understanding causes of low voltage (LV) faults in electricity distribution network using association rule mining and text clustering,… and Electrical Engineering and 2019 IEEE …,,,,https://ieeexplore.ieee.org/abstract/document/8783949/,"… Therefore, data cleansing and quality assurance is paramount to the data mining and machine learning projects. The purpose of data cleansing and quality assurance is to improve the …",2019,2022-07-29 20:20:17,2022-07-31 03:48:59,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
34W3BVZ5,journalArticle,2019.0,"Mishra, NK; Southekal, S; Guda, C",Survival analysis of multi-omics data identifies potential prognostic markers of pancreatic ductal adenocarcinoma,Frontiers in genetics,,,10.3389/fgene.2019.00624,https://www.frontiersin.org/articles/10.3389/fgene.2019.00624/full,"… out data cleaning, global unsupervised analyses, and detailed individual and integrative analyses on DNA methylation, mRNA, and miRNA expression datasets. To understand the …",2019,2022-07-29 20:20:17,2022-07-29 20:20:17,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: frontiersin.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
N3B9CQ36,book,2019.0,"Nouhan, PME",Predicting US Senate and House Electoral Outcomes with Twitter: Supervised Aggregated Sentiment Analysis of Tweets,,,,,https://search.proquest.com/openview/a2796b1f6f42f73ccd93896fa108617f/1?pq-origsite=gscholar&cbl=18750&diss=y,… approach to supervised aggregated sentiment analysis (SASA) … adopt hybrid approaches that combine machine learning … The first stage of data cleaning involved screening out …,2019,2022-07-29 20:20:17,2022-07-31 04:43:17,,,,,,,,,,Query date: 2022-07-29 13:11:17,,,search.proquest.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
QHF4XWJ2,journalArticle,2018.0,"Majdani, F; Petrovski, A; ...",Generic application of deep learning framework for real-time engineering data analysis,2018 International Joint …,,,,https://ieeexplore.ieee.org/abstract/document/8489356/,"… going through four different stages of data cleaning, conversion, normalization and reduction. The Modelling phase involves running a machine learning algorithm on training data that …",2018,2022-07-29 20:20:17,2022-07-29 20:20:17,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
N7EWTFMG,journalArticle,2019.0,"Bechmann, A; Zevenbergen, B",AI and Machine Learning: Internet Research Ethics Guidelines (IRE 3.0 6.1),… approved by the AoIR membership October …,,,,http://aoir.org/reports/ethics3.pdf#page=34,"… The guidelines conceptualize machine learning (ML) as a certain type of models in the … bias in its training, and normalization in data cleaning become important to address. We …",2019,2022-07-29 20:20:17,2022-07-31 02:11:37,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: aoir.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
UKYXMHLS,journalArticle,2019.0,"Caron, M; Bojanowski, P; Mairal, J; ...",Unsupervised pre-training of image features on non-curated data,Proceedings of the …,,,,http://openaccess.thecvf.com/content_ICCV_2019/html/Caron_Unsupervised_Pre-Training_of_Image_Features_on_Non-Curated_Data_ICCV_2019_paper.html,"… the performance gap between unsupervised methods trained … To that effect, we propose a new unsupervised approach … community in terms of data cleansing and manual labeling. …",2019,2022-07-29 20:20:18,2022-07-31 03:44:03,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: openaccess.thecvf.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
B6YKQ5BR,book,2019.0,"Ayo-Akere, NS",Towards an Effective Social Engineering susceptibility detection Model Using Machine Learning on the Online Social Network,,,,,http://norma.ncirl.ie/4167/,"… for statistical modelling, coding, data cleaning and transformation, machine learning etc.in this project … to carry out coding, data cleaning and transformation as well as machine learning. …",2019,2022-07-29 20:20:18,2022-07-29 20:20:18,,,,,,,,,,Query date: 2022-07-29 13:11:17,,,norma.ncirl.ie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HQ7WHDIY,journalArticle,2019.0,"Recht, B; Roelofs, R; Schmidt, L; ...",Do imagenet classifiers generalize to imagenet?,… on Machine Learning,,,,http://proceedings.mlr.press/v97/recht19a.html,… The overarching goal of machine learning is to produce models … same data source by following the same data cleaning protocol. … in a highly active period of machine learning research. …,2019,2022-07-29 20:20:18,2022-07-29 20:20:18,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: proceedings.mlr.press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
87RUGXUE,journalArticle,2019.0,"Chen, LY",Opportunities and challenges for resource management and machine learning clusters,Proceedings of the 12th IEEE/ACM International …,,,10.1145/3368235.3369376,https://dl.acm.org/doi/abs/10.1145/3368235.3369376,"… , data cleansing becomes ever critical and challenging for future machine learning based … In conclusion, machine learning based resource management policies shall choose the …",2019,2022-07-29 20:20:18,2022-07-31 05:01:32,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: dl.acm.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
62V6EIID,journalArticle,2019.0,"Espinosa, DY; Gómez-Adorno, H; Sidorov, G",Bots and Gender Profiling using Character Bigrams.,CLEF (Working Notes),,,,http://ceur-ws.org/Vol-2380/paper_236.pdf,… stage includes data cleaning as well as the extraction of features using character bi-grams. We experimented with several feature representations and machine learning algorithms ( …,2019,2022-07-29 20:20:18,2022-07-29 20:20:18,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: ceur-ws.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Y392GKSW,journalArticle,2019.0,"Ismail, A; Shehab, A; El-Henawy, IM","Healthcare analysis in smart big data analytics: reviews, challenges and recommendations",Security in smart cities: models …,,,10.1007/978-3-030-01560-2_2,https://link.springer.com/chapter/10.1007/978-3-030-01560-2_2,… Data cleansing is quite challenging when we consider … The data cleansing composes of some basic steps (i) identifying … into typical machine learning and deep learning models for …,2019,2022-07-29 20:20:18,2022-07-31 13:33:51,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: Springer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
G23FADQY,book,2019.0,"MANOOCHEHRI, H HAJI",IIoT system for optimization of manufacturing processes,,,,,https://www.politesi.polimi.it/handle/10589/147384,"… machine learning scenario, it's needed to reshape the data. The first stage of the data analysis pipeline is the data cleaning … is feature extraction to feed the machine learning method. …",2019,2022-07-29 20:20:18,2022-07-29 20:20:18,,,,,,,,,,Query date: 2022-07-29 13:11:17,,,politesi.polimi.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Q2ZDB8CY,journalArticle,2019.0,"Kumar, MS; Soundarya, V; Kavitha, S; ...",Credit card fraud detection using random forest algorithm,… on Computing and …,,,,https://ieeexplore.ieee.org/abstract/document/8824930/,… such as supervised learning and unsupervised learning algorithm. … This research was based on unsupervised learning. … The next step is the process of data cleaning where the dataset …,2019,2022-07-29 20:20:18,2022-07-31 02:53:05,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
LZTRQJ2I,journalArticle,2019.0,"Soni, VK; Gopalani, D; Govil, MC",Resurgence of Deep Learning: Genesis of Word Embedding,Smart Innovations in Communication and …,,,10.1007/978-981-10-8968-8_11,https://link.springer.com/chapter/10.1007/978-981-10-8968-8_11,… and using machine learning techniques to pre-process like data cleaning and restructuring for … Deep learning is inspired from brain and is future of ANN. ANN contains very few hidden …,2019,2022-07-29 20:20:18,2022-07-31 04:34:27,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: Springer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
J44LPKJN,journalArticle,2019.0,"He, B; Chen, H; Li, N; Huang, J",SAROTUP: a suite of tools for finding potential target-unrelated peptides from phage display data,International journal of biological …,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6643146/,"… A series of data cleaning tools, which were based on database search and machine learning … Whether TUPs are detected or not by TUPScan, we suggest users to use data cleaning …",2019,2022-07-29 20:20:18,2022-07-29 20:20:18,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: ncbi.nlm.nih.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
5LJN3NRJ,journalArticle,2019.0,"Zhang, Y",Outdoor localization framework with telco data,2019 20th IEEE International Conference on Mobile …,,,,https://ieeexplore.ieee.org/abstract/document/8788723/,"… To tackle these issues, in this forum paper, we propose a machine learningbased Telco … To overcome this data quality issue, we propose a confidence model-based data repair method […",2019,2022-07-29 20:20:19,2022-07-29 20:20:19,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
KSZ48HYF,journalArticle,2019.0,"Stone, JE; Phillips, AJK; Ftouni, S; Magee, M; Howard, M; ...",Generalizability of a neural network model for circadian phase prediction in real-world conditions,Scientific reports,,,,https://www.nature.com/articles/s41598-019-47311-4,"… temperature data cleaning, … data cleaning, completed using a combination of sleep diaries and Actiware software, as previously described 25 . In order to replicate the neural network …",2019,2022-07-29 20:20:19,2022-07-31 13:38:43,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: nature.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
I2EYKRYS,journalArticle,2019.0,"Kaur, A; Saini, JK; Bansal, D",Detecting radical text over online media using deep learning,arXiv preprint arXiv:1907.12368,,,,https://arxiv.org/abs/1907.12368,… finds out that Deep Learning has convincing results.It can easily outperform in the absence of data cleaning and … The emerging field of deep learning calls for extensive research [21]. …,2019,2022-07-29 20:20:20,2022-07-31 14:13:15,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: arxiv.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
NY29WTLK,journalArticle,2019.0,"Chen, N; Zhou, D; Ma, Y; Chen, A",Evolution prediction of unconventional emergencies via neural network: An empirical study of megacities,International journal of disaster risk …,,,,https://www.sciencedirect.com/science/article/pii/S2212420919305667,"… Data preprocessing as an important phase of machine learning involves feature retrieval, data cleaning, and data transformation. Afterwards the data is processed by a multi-label LVQ …",2019,2022-07-29 20:20:20,2022-07-31 13:52:45,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: Elsevier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
M7CM6AQG,journalArticle,2019.0,"Alawad, H; Kaewunruen, S; An, M",Learning from accidents: Machine learning for safety at railway stations,IEEE Access,,,,https://ieeexplore.ieee.org/abstract/document/8941092/,"… system has been developed utilising a neural network [26]. For … This section introduces ML and supervised learning, which are … Following the data cleaning step, we analyse the data by …",2019,2022-07-29 20:20:20,2022-07-29 20:20:20,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ELTHHED7,journalArticle,2019.0,"Walsh, JA; Rozycki, M; Yi, E; Park, Y",Application of machine learning in the diagnosis of axial spondyloarthritis,Current Opinion in …,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6553337/,"… databases may not be suitable for machine learning and may require restructuring in a specific manner. The resource-intensive, reiterative process of data cleaning, extraction, linking, …",2019,2022-07-29 20:20:20,2022-07-29 20:20:20,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: ncbi.nlm.nih.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ZX5QQBCA,journalArticle,2019.0,"Willis, GA; Preen, DB; Richmond, PC; ...","The impact of influenza infection on young children, their family and the health care system",Influenza and other …,,,10.1111/irv.12604,https://onlinelibrary.wiley.com/doi/abs/10.1111/irv.12604,"… supervised the project, analysed the data and assisted in writing the manuscript. Professor Preen supervised data cleaning … Mr Jacoby assisted in designing the study, supervised the …",2019,2022-07-29 20:20:21,2022-07-31 04:01:47,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: Wiley Online Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
FM3WSLKP,journalArticle,2019.0,"Qin, Z; Zhang, Z; Li, Y; Guo, J",Making deep neural networks robust to label noise: cross-training with a novel loss function,IEEE access,,,,https://ieeexplore.ieee.org/abstract/document/8834773/,"… Inspired by these previous studies, this paper proposes a deep learning … Data cleaning may be the earliest and the most … Despite its intuition, data cleaning will inevitably delete those cor…",2019,2022-07-29 20:20:21,2022-07-31 05:23:57,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ZWGR3CSN,journalArticle,2019.0,"Xie, G; Dong, C; Kong, Y; Zhong, JF; Li, M; Wang, K",Group lasso regularized deep learning for cancer prognosis from multi-omics and clinical features,Genes,,,,https://www.mdpi.com/431822,"… , deep learning, which is a machine learning method with significant progresses in recent years, has been illustrated to be an efficient machine learning … four steps, data cleaning, data …",2019,2022-07-29 20:20:22,2022-07-31 13:36:03,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: mdpi.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
N8CARDTW,journalArticle,2019.0,"Chavda, P; Bhavsar, H; Pithadia, Y; ...",Early detection of cardiac disease using machine learning,… on Advances in Science …,,,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3370813,"… used for machine learning as it … a machine learning algorithms. Jupyter notebook on the other end gives interactive cell structure for data cleaning, data visualization to machine learning…",2019,2022-07-29 20:20:22,2022-07-31 14:05:20,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: papers.ssrn.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ZXPPP27Y,journalArticle,2019.0,"Szabó, I; Vas, R",Vacancy mining to design personalized learning analytics for future employees,… Conference on Electronic Government and the …,,,10.1007/978-3-030-27523-5_5,https://link.springer.com/chapter/10.1007/978-3-030-27523-5_5,"… Cluster analysis is an unsupervised machine learning method … , mathematics, programming, data cleansing, products of … Data cleansing and business analytics were discovered as …",2019,2022-07-29 20:20:22,2022-07-31 03:39:31,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: Springer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MDWPDWZS,journalArticle,2019.0,"Wing, JM",The data life cycle,,,,,https://hdsr.mitpress.mit.edu/pub/577rq08d/release/2,"… analysis, eg, using techniques from machine learning and statistics; extracting this value takes … Here we mean everything from data cleaning, data wrangling, and data formatting to data …",2019,2022-07-29 20:20:22,2022-07-29 20:20:22,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: hdsr.mitpress.mit.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
QQXADPJ7,journalArticle,2019.0,"Coelho, JO; Curate, F",CADOES: An interactive machine-learning approach for sex estimation with the pelvis,Forensic science international,,,,https://www.sciencedirect.com/science/article/pii/S0379073819302890,… Some data cleaning procedures had to be performed in … Another necessary data cleaning step involved the variable … boosting and a simple classification neural network. The K-nearest …,2019,2022-07-29 20:20:22,2022-07-31 14:40:48,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: Elsevier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
K4KHV9BH,journalArticle,2019.0,"Kang, Z",Using machine learning algorithms to predict first-generation college students' six-year graduation: a case study,International Journal of Information Technology and …,,,,http://www.mecs-press.net/ijitcs/ijitcs-v11-n9/IJITCS-V11-N9-1.pdf,"… Prior to running the aforementioned ten machine learning algorithms to forecast six-year graduation, a significant data cleansing process is applied to the data. The target variable is six-…",2019,2022-07-29 20:20:23,2022-07-31 03:41:43,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: mecs-press.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
RS624PKA,journalArticle,2019.0,"Alotaibi, FS",Implementation of machine learning model to predict heart failure disease,… Journal of Advanced Computer Science and …,,,,https://pdfs.semanticscholar.org/a74f/d8c51251e8c6126a1527e545bd78860a10f9.pdf,"… for machine learning implementation may create biasness and would also effect on the results generated through machine learning … Secondly, using rapid miner, data cleaning step …",2019,2022-07-29 20:20:23,2022-07-31 05:59:59,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: pdfs.semanticscholar.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
6DPZEQA8,journalArticle,2019.0,"Karami, K; Zerehdaran, S; ...",Attribute selection and model evaluation for the maternal and paternal imprinted genes in bovine (Bos Taurus) using supervised machine learning algorithms,Journal of Animal …,,,10.1111/jbg.12379,https://onlinelibrary.wiley.com/doi/abs/10.1111/jbg.12379,"… Several supervised machine learning algorithms and attribute weighting methods were used to … As a result of data cleaning, total number of attributes decreased to 117 attributes in Mds. …",2019,2022-07-29 20:20:24,2022-07-29 20:20:24,,,,Query date: 2022-07-29 13:11:17,,,,,,,,,,,,,,,,,,Publisher: Wiley Online Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
